comment_text,multi_labels
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The Xfaiyx Translator is great for casual use, but I wish it had more professional-grade features."",""dst"":""XFAIYX Translator非常适合休闲使用，但我希望它有更多专业级的功能。""}}","(3.0, 0.0, 0.0, 1.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""Why did you delete yesterday's video"",""dst"":""Why did you delete yesterday's video""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""smiling face with smiling eyes"",""dst"":""笑脸带着微笑的眼睛""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I mean... Logan asserted multiple times his \""ownership\"" of the project. And its provably a scam at this point. So it being refered to as \""Logans scam\"" is quite reasonable."",""dst"":""我是说..洛根多次声称他对该项目的“所有权”。在这一点上，可以证明这是一个骗局。因此，它被称为“洛根骗局”是相当合理的。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""samsung dolmetscher :v"",""dst"":""Samsung interpreter: v""}}","(4.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""bro you are very tall grinning face grinning face grinning face grinning face grinning face"",""dst"":""兄弟，你很高，笑脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Someone should probably tell Logan Paul about discovery."",""dst"":""应该有人告诉罗根·保罗发现号的事。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The Escape rolling on the floor laughing pinched fingers"",""dst"":""逃跑的人在地板上打滚，笑得手指发紧。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""A spy device in every home now with AI included. What could go wrong?"",""dst"":""现在每个家庭都有一个间谍设备，包括人工智能。可能会出什么问题？""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""We need a part 2!!! backhand index pointing down"",""dst"":""我们需要第二部分！反手指数指向下""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Same as my phone"",""dst"":""和我的手机一样。""}}","(4.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""probably just a app and i bet it runs linux/android under the hood"",""dst"":""可能只是一个应用程序，我打赌它在引擎盖下运行Linux/Android。""}}","(4.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""\""Truth being an ultimate defence\"" Tell that to FriendlyJordies when the defendant hides behind Parlimentary privilege."",""dst"":""当被告躲在议会特权后面时，“真相是最终的辩护”告诉友好的乔迪。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The audio quality is poor when translating longer sentences. Please improve this in the next update."",""dst"":""当翻译较长的句子时，音频质量较差。请在下一次更新中对此进行改进。""}}","(2.0, 0.0, 0.0, 1.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""also ein handy das nur übersetzen kann"",""dst"":""So a mobile phone that can only translate""}}","(4.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""메리크리스마스 에요~ party popper birthday cake wrapped gift Christmas tree"",""dst"":""~Party Popper生日蛋糕包装礼物圣诞树""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""솔로크리스마스에 유튜브를 몇번이나 들어온건지 ᄒᄒ 영상 감사합니다."",""dst"":""Thank you for the video of how many times I came to YouTube on Christmas Day.""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""What happened tou your TV did you guys buy a new one?"",""dst"":""你们的电视怎么了？你们买了新的吗？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy face with tears of joy"",""dst"":""面含喜泪面含喜泪""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""250$Nope"",""dst"":""250美元不""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The touchscreen interface looks intuitive. Is it easy to navigate?"",""dst"":""触摸屏界面看起来很直观。导航方便吗？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""hahaha! carrie and nick, can I get a hi?"",""dst"":""哈哈哈！凯莉和尼克，能跟你们打个招呼吗？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""so a phone"",""dst"":""所以一个电话""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Does the Xfaiyx Smart Translator support British dialects and idioms? I need something for my UK travels."",""dst"":""XFAIYX智能翻译器是否支持英国方言和习语？我需要为我的英国旅行买点东西。""}}","(4.0, 1.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Ok Saturday morning time to binge all the missed kombi videos ! Let’s gooo"",""dst"":""好了，周六早上是时候尽情享受所有错过的Kombi视频了！让我们好起来""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""¿Tiene garantía? Quiero asegurarme antes de comprar."",""dst"":""Do you have a warranty? I want to make sure before I buy.""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Also Google Translate mit größerem Mikro?"",""dst"":""So Google Translate with a bigger mic?""}}","(4.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""5:13 I’m wonder why they don't develop it as an app, nowadays, no one wants to bring another phone that can only translate grinning face with sweat"",""dst"":""5:13我想知道为什么他们不把它开发成一个应用程序，现在，没有人想带另一个手机，只能翻译带着汗水的笑脸。""}}","(2.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy face with tears of joy face with tears of joy"",""dst"":""面含喜泪面含喜泪""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Love how your dog is living his best life in the background for most of the video face with tears of joy"",""dst"":""爱你的狗是如何在视频的大部分背景中过着最好的生活，脸上挂着喜悦的泪水。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""It’s currently on sale smiling face with smiling eyes"",""dst"":""它目前正在出售的笑脸与微笑的眼睛。""}}","(1.0, 0.0, 0.0, 0.0)"
"{""from"":""vi"",""to"":""en"",""trans_result"":{""src"":""HIGH TECH MOVE"",""dst"":""HIGH TECH MOVE""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing"",""dst"":""在地板上打滚笑在地板上打滚笑在地板上打滚笑""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Absolutely wild that people like Logal Paul punish people who follow him and people...continue to follow him"",""dst"":""绝对疯狂的是，像洛加尔·保罗这样的人会惩罚追随他的人……继续跟着他。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""U kinda remind me of dadvocate tbf"",""dst"":""你让我想起了Dadvocate TBF""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Das war ein Produkt face with tears of joy"",""dst"":""Das War Ein Produkt脸上充满了喜悦的泪水""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""You are taking carrie from abroad and you are doing like this, shame on you"",""dst"":""你把嘉莉从国外带走，你这样做，真可耻。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Is that a spider pillow behind her on the chair? And... Logan Paul is a money grubbing scam artist."",""dst"":""她身后椅子上的是蜘蛛枕头吗？还有..洛根·保罗是个贪财的骗子。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""This is professional audio to text device that brings features that cellphone can’t"",""dst"":""这是一个专业的音频到文本设备，带来了手机无法实现的功能。""}}","(1.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Would love to know more about its AI capabilities. thumbs up"",""dst"":""很想更多地了解它的人工智能能力。竖起大拇指""}}","(1.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Can the Xfaiyx Smart Translator handle dialects or regional accents? This would be crucial for my job as a scriptwriter."",""dst"":""XFAIYX智能翻译器可以处理方言或地方口音吗？这对我的编剧工作至关重要。""}}","(4.0, 1.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Adorable couple smiling face with hearts"",""dst"":""可爱的情侣笑脸与心""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""LOL face with tears of joy face with tears of joy face with tears of joy face with tears of joy"",""dst"":""LOL喜极而泣的脸喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Die Idee ist gut, aber ich denke, ein Update für bessere Offline-Funktionen wäre sinnvoll."",""dst"":""The idea is good, but I think an update for better offline features would make sense.""}}","(3.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Girl can also unite beyond borders face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy"",""dst"":""女孩也可以超越国界团结面对喜悦的泪水""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The Xfaiyx Smart Recorder is decent, but I think adding voice activation would make it even better."",""dst"":""XFAIYX智能录音机很不错，但我认为添加语音激活功能会让它变得更好。""}}","(3.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The voice-to-text feature is amazing! It saves me so much time transcribing meetings."",""dst"":""语音转文字功能太棒了！它为我记录会议节省了很多时间。""}}","(1.0, 1.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""iPhone already does this"",""dst"":""iPhone已经做到了这一点""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Logan just released a reply to a reaction of his Lunchly partner KSI where he clearly shows he is riding the hate wave, and that it basically is his business plan now. This vid completly destroys this lawsuit. If you profit from hate, then you can't be armed by defamation."",""dst"":""洛根刚刚发布了对他的午餐合作伙伴KSI的反应的回复，他清楚地表明他正在乘着仇恨的浪潮，这基本上是他现在的商业计划。这段视频彻底毁了这场官司。如果你从仇恨中获利，那么你就不能用诽谤来武装自己。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""씁쓸하네 이 영상에서 조차 좌우로 갈라서 싸우는게 참... 서로 상대방이 되면 나라 망한다고 하는데 그럼 둘다 되면 안되는거 아닌가 바꿀 생각없이 둘중 하나를 뽑아야하고 상대방을 헐뜯으면서 대안이 없게끔 정치 세뇌화가 너무 심각하다 정말"",""dst"":""It's bitter. Even in this video, it's true that we're fighting left and right. It is said that if we are against each other, the country will be ruined, so shouldn't we be both? We have to pick one of the two without thinking about changing it, and we have to speak ill of each other so that there is no alternative. The political brainwashing is too serious.""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""¿Qué tan rápido traduce frases largas? Necesito algo eficiente."",""dst"":""How fast do you translate long sentences? I need something efficient.""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Kann man die Software nicht in eine App packen und ein Smartphone mit 4 Micros rausbringen... warum ein separates Gerät?"",""dst"":""Can't you put the software into an app and bring out a smartphone with 4 microns ... why a separate device?""}}","(2.0, 0.0, 0.0, 1.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I truly love you guys, so no trolling over here....just don't understand....water shortage but fishing in the river???? I wonder if Tam's shower was the reason for demonetizing?"",""dst"":""我真的很爱你们，所以不要在这里胡扯..只是不明白..缺水却在河里钓鱼？我想知道塔姆的淋浴是不是废钞的原因？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""red heart"",""dst"":""红心""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""这个型我喜欢 smiling face with hearts"",""dst"":""这个型我喜欢用心的笑脸""}}","(1.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Does the Xfaiyx Smart Translator come with a warranty? I’d like to know before purchasing."",""dst"":""XFAIYX智能翻译机有保修吗？我想在购买前了解一下。""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Prank in nick plz smiling face with smiling eyes"",""dst"":""恶作剧在尼克请微笑的脸与微笑的眼睛""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""250$ Nope"",""dst"":""250美元不""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Does anyone know if Logan filing the lawsuit in Federal court is an attempt to avoid Coffeezilla's use of coffeezila's insurance policy to cover the cost of these types of lawsuits and avoid Texas anti-slaap laws?"",""dst"":""有没有人知道洛根在联邦法院提起诉讼是不是为了避免Coffeezilla使用Coffeezila的保险单来支付这类诉讼的费用，并避免德克萨斯州的反SLAAP法律？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Come to kerala"",""dst"":""来喀拉拉邦吧""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""grinning face with sweat"",""dst"":""满是汗水的笑脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""¡Increíble! Ahora puedo hablar con mis amigos extranjeros sin problemas."",""dst"":""Oh, unbelievable! Now I can talk to my foreign friends without any problems.""}}","(1.0, 1.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy ur price of lying face with tears of joy face with tears of joy face with tears of joy"",""dst"":""面对喜悦的泪水你说谎的代价面对喜悦的泪水面对喜悦的泪水面对喜悦的泪水""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""thumbs up"",""dst"":""竖起大拇指""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""They got cooked like a pizza"",""dst"":""他们像披萨一样被煮熟了。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I feel like you don’t get to use your platform to market your product and then say “it wasn’t me” when the product is a known scam or failure. face with tears of joy"",""dst"":""我觉得你不能使用你的平台来推销你的产品，然后当产品是一个已知的骗局或失败时，你说“这不是我”。喜极而泣""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""At 24:25: \""...this was really Coffeezilla's rise to notoriety on YouTube.\"" Oddly, the notion of \""notoriety\"" is another funny argument against Coffeezilla. The only people who find him notorious are, well, scammers. Any law-abiding citizen would and does hold Coffeezilla in high regard. Anyone who says Coffeezilla has \""notoriety\"" is probably up to no good. (Or maybe they don't know what the word notoriety means, which I wouldn't put past Logan Paul.)"",""dst"":""在24:25:..这真的是Coffeezilla在YouTube上的恶名。“奇怪的是，”恶名\""的概念是另一个反对Coffeezilla的有趣论点。唯一认为他臭名昭著的人是骗子。任何守法的公民都会也确实会高度尊重Coffeezilla。任何说Coffeezilla “臭名昭著”的人可能都不怀好意。（或许他们不知道“臭名昭著”这个词是什么意思，我不会忘记罗根·保罗（Logan Paul）。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Pin me its going to viral party popper"",""dst"":""钉住我，它将成为病毒派对爆米花。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""My phone already does that face with tears of joy"",""dst"":""我的手机已经做了那张喜极而泣的脸。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""not carrie always being mad or jealous of nick for like no reason"",""dst"":""而不是凯莉总是无缘无故地生气或嫉妒尼克。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""usually if something sounds to good to be true 99.9% of the time it is"",""dst"":""通常，如果某件事听起来很好，那么99.9%的情况下它都是真的。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Mam please can you share me about teachers jobs requirements in germany"",""dst"":""妈妈，你能和我分享一下德国教师的工作要求吗？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Nice drama face with tears of joy"",""dst"":""漂亮的戏剧脸带着喜悦的泪水。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""is it an mp3 player?"",""dst"":""是MP3播放器吗？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""How much storage does this device have? Can it handle long recordings?"",""dst"":""这个设备有多少存储空间？它能处理长时间的录音吗？""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Nick: Hi! Niro is there . Apanivi(sorry if I spelled it wrongly: WELL CARRIE IS THERE ! !!!! *slipper"",""dst"":""尼克：嗨！尼罗在那里。阿帕尼维（对不起，如果我拼错了：嗯，嘉莉在那里！!!!!*拖鞋""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Would Logan’s case of actual malice end with Coffee reaching out and asking for statements on the story?"",""dst"":""洛根的实际恶意案件会以咖啡接触并要求关于这个故事的声明而结束吗？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""You put so much effort in the video it's great"",""dst"":""你在视频中投入了这么多精力，太棒了。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""“ Niro is there , Carrie is there “ got me laughing down the stairs face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy . I liked my own comment because nobody else wanted to crying face crying face"",""dst"":""“尼罗在那里，卡丽在那里”让我笑着走下楼梯喜极而泣的脸。我喜欢我自己的评论，因为没有人愿意哭脸。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Do you know japanese Nick? Pin mee red heart"",""dst"":""你知道日本尼克吗？品米红心""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I like the idea of a smart recorder. How responsive is the voice recognition?"",""dst"":""我喜欢智能录音机的想法。语音识别的响应速度如何？""}}","(1.0, 0.0, 1.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""¿Dónde puedo comprarlo en físico? Prefiero verlo antes de decidir."",""dst"":""Where can I buy it in physical? I'd rather see him than decide.""}}","(4.0, 0.0, 1.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""Funciona bien para conversaciones básicas, pero no para términos técnicos."",""dst"":""It works well for basic conversations, but not for technical terms.""}}","(3.0, 0.0, 0.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""정확하게 잘 보고 계시네요. 진짜 한국 사람들은 행복한 겁니다. 지금이 하얀 도화지 같이 너무 평화롭고 편안한 시대여서, 점 하나만 찍혀도 불평 불만을 하는 사람들이 많은 것 같습니다. 좌표 하나만 잘 못 찍혔으면 북한에서 태어났을 수도 있죠. 기회가 없다 없다 하는데, 열심히 하면 기회는 언제든 가질 수 있는 나라입니다. 대한민국도 튀르키예도 더 좋아지길 바랍니다."",""dst"":""You're looking at it correctly. The real Korean people are happy. Now is such a peaceful and comfortable time like a white drawing paper, so many people seem to complain even if only a dot is stamped. If only one coordinate was wrong, he could have been born in North Korea. It is said that there is no chance and there is no chance, but if you work hard, you can have a chance at any time. I hope the Republic of Korea and Turkye will be better.""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""slay carrie"",""dst"":""Slay Carrie""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Did you try contacting the British Embassy or Consulate to get your package into the country?"",""dst"":""你有没有试着联系英国大使馆或领事馆把你的包裹送到英国？""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Taunt is arabic for aunt and it is also a German word"",""dst"":""Taunt在阿拉伯语中是阿姨的意思，它也是一个德语单词。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I dare u to show Carrie drishyam 1 and 2 if this dare complete in short will get 1 million like"",""dst"":""我敢说你给Carrie Drishyam 1和2看，如果这个敢完成，简而言之，会得到100万个赞。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""face with tears of joy face with tears of joy"",""dst"":""喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""3 mal das Kleid gewechselt face with tears of joy das erste war das schönste face with tears of joy OK hand"",""dst"":""3 Mal Das Kleid Gewechselt喜极而泣的脸Das Erste War Das Schönste喜极而泣的脸OK Hand""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""ko"",""to"":""en"",""trans_result"":{""src"":""ᄏᄏᄏᄏᄏ 대한민국 미래."",""dst"":""ᄏᄏᄏᄏᄏ 대한민국 미래.""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I had high hopes, but the audio quality isn’t as good as advertised in noisy environments."",""dst"":""我有很高的期望，但在嘈杂的环境中，音频质量并不像宣传的那样好。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Honestly, I found the Xfaiyx Smart Translator's accuracy disappointing when translating complex sentences. It’s okay for basic phrases but struggles with nuances."",""dst"":""老实说，我发现XFAIYX智能翻译器在翻译复杂句子时的准确性令人失望。对于基本的短语来说，这是可以的，但在细微差别上会有困难。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""de"",""to"":""en"",""trans_result"":{""src"":""Ich frage mich, ob der Xfaiyx Übersetzer auch für medizinische Fachbegriffe geeignet ist? Das wäre für meinen Beruf sehr hilfreich."",""dst"":""I wonder if the Xfaiyx translator is also suitable for medical terms? That would be very helpful for my profession.""}}","(4.0, 1.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""THE BEST DUO"",""dst"":""最好的二人组""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""OOF no wonder why the havent posted scince yesterday"",""dst"":""哦，难怪昨天没有发布消息。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""I remember hearing a lawyer say 'Is there a lawsuit or is there a case?' And at the time the distinction wasn't super clear to me. I get it now. There is absolutely a lawsuit and there's absolutely no case. Also, wasn't he involved in 2 rugs, being save the children and Dink doink? Serial killer needs 3 victims, serial scammer seems fitting if we take Cryptozoo as his 3rd. I'd argue any time he charged money to see him fight, buy any of his merch or go to a meet and greet he scammed people since all they got was to meet Logan Paul, but I understand that wouldn't hold up."",""dst"":""我记得听过一位律师说：“到底是有诉讼还是有案件？”当时我并不十分清楚两者之间的区别。我现在明白了。绝对有诉讼，绝对没有案件。还有，他不是参与了《拯救儿童》和《丁克·多因克》这两部电影吗？连环杀手需要三个受害者，如果我们把Cryptozoo作为他的第三个受害者，连环骗子似乎是合适的。我会争辩说，任何时候他收钱看他比赛，买他的任何商品或去见面和问候，他欺骗了人们，因为他们得到的只是与洛根·保罗见面，但我明白这是站不住脚的。""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Not impressed. It’s just a fancy gadget for something my phone already does."",""dst"":""印象不深。这只是我的手机已经具备的一个奇特的小工具。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""The Xfaiyx Smart Translator is decent for basic phrases, but it struggles with technical terms. Maybe add a specialized mode for professionals?"",""dst"":""XFAIYX智能翻译器对于基本短语来说是不错的，但对于技术术语来说却很困难。也许为专业人士增加一个专门的模式？""}}","(3.0, 0.0, 0.0, 1.0)"
"{""from"":""es"",""to"":""en"",""trans_result"":{""src"":""¿Cuánto tiempo dura la batería en uso continuo? Esto es importante para viajes largos."",""dst"":""How long does the battery last in continuous use? This is important for long trips.""}}","(4.0, 1.0, 1.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Like in the movies film projector"",""dst"":""就像电影里的电影放映机""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""When it comes to capturing important information, I always recommend transcribethis io. It's helped me keep everything organized and easy to refer back to whenever I need to."",""dst"":""当涉及到捕获重要信息时，我总是推荐TranscribeThis IO。它帮助我把一切都安排得井井有条，方便我随时查阅。""}}","(2.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""Caught red handed face with tears of joy face with tears of joy face with tears of joy"",""dst"":""手被抓得通红喜极而泣的脸喜极而泣的脸""}}","(5.0, 0.0, 0.0, 0.0)"
"{""from"":""en"",""to"":""cn"",""trans_result"":{""src"":""rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing"",""dst"":""在地板上打滚笑在地板上打滚笑在地板上打滚笑""}}","(5.0, 0.0, 0.0, 0.0)"
